,Name,College,Quality Score,Difficulty Score,GPA,Would Take Again,Number of Ratings,Number of Sections,Total Students
877,Chelsey Juarez,College of Humanities and Social Sciences,4.0,3.6,2.9191386554621848,66.6667,10,16,476
878,Mary Mullins,College of Humanities and Social Sciences,2.0,3.7,2.798986013986014,33.3333,6,17,858
879,Candice Chambers,College of Humanities and Social Sciences,4.5,2.0,2.8234806629834255,-1.0,1,5,181
880,Lon Alterman,College of Humanities and Social Sciences,2.9,3.9,2.44546690843155,-1.0,11,20,1103
881,Erik Johannesson,College of Humanities and Social Sciences,4.4,2.6,2.484270516717325,-1.0,8,12,658
882,Alison Greene,College of Humanities and Social Sciences,3.7,3.1,3.1599281314168377,62.5,65,118,5844
883,Claudia Gastrow,College of Humanities and Social Sciences,4.2,2.5,3.4512437810945276,66.6667,6,4,201
884,Chelsey Dyer,College of Humanities and Social Sciences,4.6,2.4,3.27980166346769,96.4286,28,30,1563
885,Christian Doll,College of Humanities and Social Sciences,4.2,2.8,3.3089185580774374,100.0,6,23,749
886,Joshua Friedman,College of Humanities and Social Sciences,4.6,2.2,3.309941348973607,96.5517,29,21,1364
887,Jennifer Carroll,College of Humanities and Social Sciences,5.0,3.0,3.6280722891566266,100.0,2,6,166
888,Stevan Jackson,College of Humanities and Social Sciences,3.2,2.8,3.1266236905721194,60.8696,33,73,3723
889,Nora Haenn,College of Humanities and Social Sciences,3.4,3.5,2.9927581699346404,54.5455,15,36,765
890,Raja Abillama,College of Humanities and Social Sciences,2.5,3.0,3.059145059565521,50.0,24,28,1427
891,Magdalena Stawkowski,College of Humanities and Social Sciences,4.7,2.8,2.7953711790393014,100.0,7,6,229
892,Shea McManus,College of Humanities and Social Sciences,4.6,2.9,3.542784615384616,100.0,7,27,650
893,Alexander Newell,College of Humanities and Social Sciences,1.6,4.1,3.093185840707964,-1.0,8,15,452
894,Erik Reavely,College of Humanities and Social Sciences,3.5,3.0,2.5132666666666665,-1.0,1,3,150
895,Risa Ellovich,College of Humanities and Social Sciences,3.0,3.0,2.8809897610921498,-1.0,2,13,293
896,Roderick Donald,College of Humanities and Social Sciences,2.4,2.0,2.7617277486910994,-1.0,5,4,191
897,Harihar Bhattarari,College of Humanities and Social Sciences,3.7,1.0,3.197010703363915,-1.0,3,25,1308
898,Samantha Solimeo,College of Humanities and Social Sciences,3.6,2.5,3.0926705653021442,-1.0,4,7,513
899,Seth Murray,College of Humanities and Social Sciences,3.5,2.6,3.1906626173384876,60.0,16,63,1811
900,John Millhauser,College of Humanities and Social Sciences,4.1,2.7,3.038208955223881,81.8182,20,29,1206
901,Scott Fitzpatrick,College of Humanities and Social Sciences,4.3,2.6,2.5977126099706744,-1.0,5,19,682
902,John Hedlund,College of Humanities and Social Sciences,3.3,1.9,3.3216483516483515,50.0,8,32,910
903,Steve McDonald,College of Humanities and Social Sciences,5.0,4.0,2.935957446808511,100.0,1,13,423
904,Leslie Pierce,College of Humanities and Social Sciences,4.6,2.0,3.5768265162200286,87.5,16,18,709
905,Laura Bray,College of Humanities and Social Sciences,4.3,2.0,3.2365445026178015,100.0,4,17,573
906,Casey Strange,College of Humanities and Social Sciences,3.6,2.2,3.360908004778973,42.8571,8,20,837
907,Amanda Wyant,College of Humanities and Social Sciences,3.4,3.0,3.1490519877675833,100.0,3,12,327
908,Aysha Bodenhamer,College of Humanities and Social Sciences,3.7,3.2,3.166382428940569,66.6667,13,14,387
909,Lindsay Hamm,College of Humanities and Social Sciences,3.4,3.4,2.516705202312139,75.0,7,18,519
910,Nicholas Membrez-Weiler,College of Humanities and Social Sciences,3.9,2.7,3.3913490364025702,68.75,17,16,467
911,Thomas Shriver,College of Humanities and Social Sciences,4.6,2.2,3.1112265834076713,100.0,22,23,2242
912,Adam Driscoll,College of Humanities and Social Sciences,3.8,3.5,2.8554897218863364,-1.0,2,30,827
913,Nicholas Solebello,College of Humanities and Social Sciences,3.7,3.0,2.746209677419355,0.0,8,7,248
914,Laura McKinney,College of Humanities and Social Sciences,2.0,4.2,2.947677725118483,-1.0,5,11,211
915,Jerry Jacka,College of Humanities and Social Sciences,4.9,2.6,3.515322580645161,-1.0,10,2,62
916,Eika Tai,College of Humanities and Social Sciences,4.8,1.4,3.035953978906999,-1.0,5,59,1043
917,Kristen Chew,College of Humanities and Social Sciences,4.6,1.8,3.149009900990099,-1.0,4,3,101
918,Ann Ross,College of Humanities and Social Sciences,3.0,3.3,2.801030534351145,-1.0,11,6,262
919,Mamyrah Prosper,College of Humanities and Social Sciences,4.8,4.5,3.262625,-1.0,2,5,80
920,Tiffany Kershner,College of Humanities and Social Sciences,4.0,3.5,3.67,100.0,2,1,15
921,Rachel Klem,College of Humanities and Social Sciences,4.6,1.6,3.720390625,50.0,5,4,128
922,John Wall,College of Humanities and Social Sciences,3.6,2.6,3.3186658653846157,66.6667,14,29,832
923,Jack Fennimore,College of Humanities and Social Sciences,1.7,4.0,3.637791411042944,33.3333,6,13,326
924,Chance Lachowitzer,College of Humanities and Social Sciences,5.0,3.0,3.5650859106529214,100.0,1,10,291
925,Mindy Sopher,College of Humanities and Social Sciences,4.4,2.4,3.421506518590053,75.0,24,93,2071
926,Anna Wisniewski,College of Humanities and Social Sciences,5.0,2.0,3.857619047619047,100.0,1,4,84
927,Julia Matthews,College of Humanities and Social Sciences,4.0,1.0,3.5817486338797817,100.0,1,4,183
928,Jodi Wahba,College of Humanities and Social Sciences,2.7,2.7,3.222357805752091,40.9836,99,124,10883
929,Stanley Miller,College of Humanities and Social Sciences,1.5,2.3,3.7886249999999997,50.0,4,4,80
930,Maria Scardua,College of Humanities and Social Sciences,1.2,2.4,3.456127450980392,0.0,5,8,204
931,Cindy Rosenfeld,College of Humanities and Social Sciences,4.8,2.4,3.6756565656565647,88.8889,9,15,396
932,Joshua Smicker,College of Humanities and Social Sciences,4.3,3.0,3.472352941176471,66.6667,3,5,119
933,Anita Croasmun,College of Humanities and Social Sciences,2.4,2.8,3.1307196029776674,28.0,47,100,4836
934,Caitlin Reagan,College of Humanities and Social Sciences,5.0,1.6,3.8358823529411765,100.0,5,3,85
935,Mai Ibrahim,College of Humanities and Social Sciences,4.0,3.0,3.242186046511628,100.0,1,13,430
936,Sugantha Ramachandran,College of Humanities and Social Sciences,5.0,1.0,3.6569411764705886,100.0,2,4,85
937,Bryce Stout,College of Humanities and Social Sciences,3.8,2.0,3.805508474576271,75.0,4,16,354
938,Matthew Howard,College of Humanities and Social Sciences,3.9,2.7,3.461004566210046,71.4286,7,11,219
939,Dean Philips,College of Humanities and Social Sciences,5.0,2.9,3.155918206842311,100.0,13,95,2543
940,Sophia Torres,College of Humanities and Social Sciences,5.0,1.0,3.69,100.0,1,2,42
941,Susie Hedley,College of Humanities and Social Sciences,5.0,2.0,3.846770428015564,100.0,1,10,257
942,Luke Legrand,College of Humanities and Social Sciences,5.0,2.0,3.7620979020979024,100.0,1,6,143
943,Megan Flannery,College of Humanities and Social Sciences,5.0,2.3,3.448011363636364,100.0,3,9,176
944,Robin Holloway,College of Humanities and Social Sciences,4.9,1.9,3.6093140794223824,100.0,7,10,277
945,Kashian Scrivens,College of Humanities and Social Sciences,4.7,1.7,3.4392215568862277,100.0,7,6,167
946,Aaron Dial,College of Humanities and Social Sciences,3.7,2.0,3.47683870967742,66.6667,3,8,155
947,Gayas Eapen,College of Humanities and Social Sciences,5.0,2.0,3.7157299270072994,100.0,1,10,274
948,Malcolm Ogden,College of Humanities and Social Sciences,5.0,2.0,3.5214484679665734,100.0,2,16,359
949,Hannah Jones,College of Humanities and Social Sciences,4.7,1.0,3.7136764705882355,-1.0,3,7,136
950,Megan Fletcher,College of Humanities and Social Sciences,5.0,1.0,3.5279718309859156,100.0,3,16,355
951,Rachel Jorro,College of Humanities and Social Sciences,5.0,2.0,3.7625,100.0,1,4,80
952,Tee Williams,College of Humanities and Social Sciences,4.5,1.5,3.795769230769231,100.0,2,4,78
953,Charles Ecenbarger,College of Humanities and Social Sciences,4.5,2.3,3.827390243902439,83.3333,6,22,410
954,Hiya Bandyopadhyay,College of Humanities and Social Sciences,4.0,3.0,3.5466037735849056,100.0,1,3,53
955,Amber Holland,College of Humanities and Social Sciences,4.5,2.0,3.8126760563380278,100.0,2,7,213
956,Audrey Tribo,College of Humanities and Social Sciences,5.0,4.0,3.6673076923076926,100.0,2,4,78
957,Dustin Harris,College of Humanities and Social Sciences,5.0,2.0,3.3154794520547943,100.0,1,4,73
958,Bhoopali Nandurkar,College of Humanities and Social Sciences,2.7,3.7,3.3603083700440526,33.3333,3,12,227
959,Cheyenne Dalton,College of Humanities and Social Sciences,4.0,1.0,3.480886075949367,100.0,1,4,79
960,Max Renner,College of Humanities and Social Sciences,4.0,3.0,3.6276470588235297,100.0,1,7,102
961,Fredessa Hamilton,College of Humanities and Social Sciences,2.0,3.0,3.304156945917285,0.0,3,28,943
962,Anthony Weeks,College of Humanities and Social Sciences,5.0,3.0,3.945,100.0,1,4,76
963,Marat Sadana,College of Humanities and Social Sciences,5.0,1.5,3.7987261146496816,100.0,4,11,314
964,Alexandra Cata,College of Humanities and Social Sciences,4.5,3.0,3.66301775147929,50.0,2,8,169
965,JeongHyun Lee,College of Humanities and Social Sciences,5.0,2.0,3.516206896551724,100.0,1,11,232
966,Geoffrey Luurs,College of Humanities and Social Sciences,4.4,2.4,3.0360629921259843,100.0,5,17,381
967,Samara Mouvery,College of Humanities and Social Sciences,5.0,2.0,3.671828571428571,100.0,1,15,350
968,Gabriel Morgan,College of Humanities and Social Sciences,5.0,2.0,3.413888888888889,-1.0,1,4,72
969,Candice Edrington,College of Humanities and Social Sciences,2.3,3.7,3.048405797101449,33.3333,3,12,207
970,Chelsea Young,College of Humanities and Social Sciences,5.0,3.0,3.5974999999999997,100.0,1,4,72
971,Taylor Simpson,College of Humanities and Social Sciences,3.0,2.0,3.8199999999999994,100.0,1,4,72
972,Keira Lopez,College of Humanities and Social Sciences,5.0,2.0,3.6024528301886796,100.0,1,3,53
973,Ekaterina Bogomoletc,College of Humanities and Social Sciences,5.0,2.5,3.6801526717557254,100.0,2,6,131
974,Jean Goodwin,College of Humanities and Social Sciences,2.7,2.9,3.285277777777778,53.8462,13,12,612
975,Justin Grandinetti ,College of Humanities and Social Sciences,4.7,2.9,3.5563422818791954,100.0,7,13,298
976,Brandon Osgood,College of Humanities and Social Sciences,2.8,3.5,3.5725,100.0,2,4,72
977,Carolyn Hardin,College of Humanities and Social Sciences,3.5,2.0,3.427142857142857,-1.0,1,2,35
978,David  McLennan,College of Humanities and Social Sciences,2.0,4.5,3.5271052631578956,-1.0,2,12,152
979,Melissa Adams,College of Humanities and Social Sciences,5.0,3.0,3.5712931034482756,-1.0,1,10,232
980,Megan Owens,College of Sciences,1.4,3.5,2.851589147286822,-1.0,4,6,258
981,Eli Typhina,College of Natural Resources,3.6,3.2,3.4084901960784313,66.6667,9,16,510
982,Nathan Hulsey,College of Humanities and Social Sciences,2.8,1.7,3.6523443223443226,-1.0,3,12,273
983,Sandy Stallings,College of Humanities and Social Sciences,1.7,4.6,2.6620481927710844,-1.0,11,8,166
984,Joshua Reeves,College of Humanities and Social Sciences,4.7,1.3,3.499,-1.0,3,11,250
985,Jennifer Kager,College of Humanities and Social Sciences,4.5,4.0,3.3453763440860214,-1.0,1,4,93
986,Wei Li,College of Engineering,4.5,1.0,3.5243157894736843,-1.0,1,4,95
987,Stephanie Raney,College of Humanities and Social Sciences,4.4,3.3,3.0931496062992125,-1.0,4,4,127
988,Katherine Ahern,College of Humanities and Social Sciences,4.0,3.0,3.36856,-1.0,1,13,250
989,Stephen Larson,College of Humanities and Social Sciences,3.0,3.0,3.0190874524714832,-1.0,1,13,263
990,Jacquelyn Harvey,College of Humanities and Social Sciences,5.0,2.0,3.4030079155672825,-1.0,1,16,379
991,William Bailey,College of Humanities and Social Sciences,4.0,1.0,2.874791666666667,-1.0,1,5,96
992,Jason Ingram,College of Humanities and Social Sciences,3.3,3.8,2.8349197860962567,-1.0,5,9,187
993,Darrell Pond,College of Humanities and Social Sciences,3.5,3.2,2.932627737226277,-1.0,6,6,137
994,Shayne Pepper,College of Humanities and Social Sciences,4.9,1.9,3.6013235294117645,-1.0,7,8,204
995,Cynthia Hyman,College of Humanities and Social Sciences,3.9,2.0,3.197798554368321,100.0,4,76,6364
996,Julie Mayberry,College of Humanities and Social Sciences,2.5,3.7,2.4524478914202614,31.6667,160,88,6189
997,Lacey Harris,College of Humanities and Social Sciences,5.0,2.0,3.3640145985401464,100.0,2,4,411
998,Patricia Crump,College of Humanities and Social Sciences,4.8,2.0,3.2314719000892063,-1.0,3,12,1121
999,Amy Otterson,College of Humanities and Social Sciences,3.0,2.4,3.353322884012539,-1.0,5,4,319
1000,Daniel Dejoy,College of Humanities and Social Sciences,3.2,4.1,3.1540407288317263,100.0,16,41,933
1001,Angela Farr,College of Humanities and Social Sciences,1.6,4.2,2.875863453815261,-1.0,13,7,249
1002,Kami Kosenko,College of Humanities and Social Sciences,4.3,2.5,3.21149943203332,92.8571,40,38,2641
1003,Anne Njathi,College of Humanities and Social Sciences,3.0,3.0,3.5453220338983047,100.0,1,10,295
1004,Robert Schrag,College of Humanities and Social Sciences,1.9,4.0,2.62110998479473,8.0,70,84,5919
1005,Ryan Hurley,College of Humanities and Social Sciences,4.2,2.1,3.5483041802549655,83.3333,34,55,3373
1006,Jeffrey Swift,College of Humanities and Social Sciences,5.0,3.0,3.4474213836477987,-1.0,1,8,159
1007,Jayme Mellema,College of Humanities and Social Sciences,4.0,4.0,3.199344262295082,-1.0,1,4,61
1008,Robert Larson,College of Humanities and Social Sciences,4.6,2.8,3.308697674418603,90.0,22,97,1935
1009,Kalyca Becktel,College of Humanities and Social Sciences,2.4,4.0,3.3929896907216497,40.0,5,3,97
1010,Alice Cheng,College of Humanities and Social Sciences,4.5,2.6,3.360895104895105,88.2353,17,27,715
1011,Nancy Pekarek,College of Humanities and Social Sciences,5.0,3.5,3.0957777777777777,100.0,2,6,135
1012,Nicole Lee,College of Humanities and Social Sciences,3.0,3.7,3.0439823008849554,42.8571,7,10,226
1013,Andrew Binder,College of Humanities and Social Sciences,4.3,2.5,3.473024638912489,85.0,29,23,1177
1014,Lynsey Romo,College of Humanities and Social Sciences,4.0,2.8,3.153997252747253,80.0,5,26,728
1015,Emily Winderman,College of Humanities and Social Sciences,5.0,3.3,3.2570445344129557,100.0,6,8,247
1016,Nicholas Taylor,College of Humanities and Social Sciences,4.8,3.1,3.51910394265233,100.0,8,18,558
1017,Steve Wiley,College of Humanities and Social Sciences,3.8,3.2,3.0663140495867776,20.0,13,18,605
1018,Alex Sutter,College of Humanities and Social Sciences,5.0,1.3,3.801763157894737,100.0,3,14,380
1019,Grant Bollmer,College of Humanities and Social Sciences,2.0,3.8,3.180735930735931,0.0,4,14,462
1020,Emma Stanley,College of Humanities and Social Sciences,4.0,2.0,3.7932758620689655,66.6667,3,8,174
1021,Hal Meeks,College of Humanities and Social Sciences,5.0,2.0,3.606677316293929,100.0,2,19,313
1022,Alexander Monea,College of Humanities and Social Sciences,4.8,1.7,3.7832467532467535,-1.0,6,12,231
1023,Dawn Shepard,College of Humanities and Social Sciences,5.0,3.0,3.4104608294930876,-1.0,2,10,217
1024,John McIlwee,College of Humanities and Social Sciences,5.0,1.0,3.6875,-1.0,1,2,16
1025,Seth Mulliken,College of Humanities and Social Sciences,3.6,2.3,3.7599218750000003,-1.0,4,8,128
1026,Jeff Mielke,College of Humanities and Social Sciences,5.0,3.3,3.146576086956522,100.0,3,14,368
1027,Kelvin Allen,College of Humanities and Social Sciences,4.0,4.0,3.28,0.0,1,1,18
1028,Victoria Gallagher,College of Humanities and Social Sciences,2.0,5.0,2.989310344827586,0.0,2,11,174
1029,Julia  O'Grady,College of Humanities and Social Sciences,5.0,1.0,3.2461403508771935,-1.0,1,3,57
1030,Jeremy Packer,College of Humanities and Social Sciences,5.0,4.3,3.2561565836298927,-1.0,3,10,281
1031,Sarah Stein,College of Humanities and Social Sciences,3.5,3.1,3.451532258064516,100.0,8,22,248
1032,Melissa Johnson,College of Humanities and Social Sciences,4.6,3.2,3.369085365853659,100.0,5,17,328
1033,Marsha Gordon,College of Humanities and Social Sciences,3.7,3.6,2.947483787289234,66.6667,11,31,771
1034,Ora Gelley,College of Humanities and Social Sciences,2.9,2.7,3.294343029087262,72.7273,23,41,997
1035,Joshua Jackson,College of Humanities and Social Sciences,4.0,2.0,3.6852244897959183,100.0,1,11,245
1036,Devin Orgeron,College of Humanities and Social Sciences,4.7,2.4,3.072739726027397,0.0,5,20,584
1037,Maria Pramaggiore,College of Humanities and Social Sciences,3.8,3.8,2.944438775510204,-1.0,5,9,196
1038,Andrea Mensch,College of Humanities and Social Sciences,4.1,2.3,3.288931771192281,-1.0,9,34,1451
1039,James Kiwanuka-Tondo,College of Humanities and Social Sciences,3.2,2.0,3.7088612440191384,40.0,5,47,1045
1040,Jeffrey Bruinsma,College of Humanities and Social Sciences,5.0,2.7,3.6026785714285716,100.0,3,12,224
1041,Ronisha Browdy,College of Humanities and Social Sciences,3.2,3.4,3.260769230769231,40.0,5,14,260
1042,David Rieder,College of Humanities and Social Sciences,4.1,2.9,3.6012266666666672,100.0,18,39,750
1043,Matthew Halm,Poole College of Management,1.0,4.0,2.8097526501766783,0.0,1,15,283
1044,David Berube,College of Humanities and Social Sciences,2.0,4.0,3.2329268292682927,0.0,1,12,205
1045,William Kinsella,College of Humanities and Social Sciences,3.7,2.3,3.306140350877193,66.6667,3,12,285
1046,Jay Kirby,College of Humanities and Social Sciences,1.3,4.7,3.2049180327868854,-1.0,3,6,122
1047,Kathy Sturgis,College of Humanities and Social Sciences,3.5,3.0,3.8082499999999997,50.0,2,5,120
1048,William Jordan,College of Humanities and Social Sciences,3.8,3.2,3.96,-1.0,5,1,27
1049,Judith Darling,College of Humanities and Social Sciences,4.2,3.6,3.3446808510638295,71.4286,16,41,752
1050,Wanda Ramm,College of Humanities and Social Sciences,4.6,2.2,3.2875099206349208,100.0,32,53,1008
1051,Chad Lewis,College of Humanities and Social Sciences,3.1,3.8,2.939797297297296,48.8372,57,97,1776
1052,Ashley Burns,College of Humanities and Social Sciences,4.8,1.6,2.75242924528302,-1.0,8,95,1696
1053,Kevin Brock,College of Humanities and Social Sciences,2.7,2.6,2.9512931034482754,0.0,11,12,232
1054,Roy Stamper,College of Humanities and Social Sciences,4.0,3.1,2.9897537473233404,66.6667,16,42,934
1055,Shawna Jones,College of Humanities and Social Sciences,4.8,2.3,3.3607894736842105,-1.0,4,6,114
1056,Sarah Madelena,College of Humanities and Social Sciences,4.0,3.0,3.36409429280397,-1.0,1,19,403
1057,Amy Brust,College of Humanities and Social Sciences,5.0,2.3,3.4734418604651163,-1.0,3,11,215
1058,Koren Kessler,College of Humanities and Social Sciences,3.7,3.3,3.1599798792756544,78.5714,37,105,1988
1059,Alok Amatya,College of Humanities and Social Sciences,3.5,1.5,3.321044776119403,100.0,2,7,134
1060,Richard Nace,College of Humanities and Social Sciences,2.7,3.9,3.029680134680135,41.4634,41,70,1188
1061,Matthew Porter,College of Humanities and Social Sciences,4.7,2.9,3.0792616372391657,88.8889,18,100,1869
1062,Al Rodriguez,College of Humanities and Social Sciences,4.7,2.3,3.627740112994351,94.7368,19,61,1062
1063,Wil Carr,College of Humanities and Social Sciences,5.0,2.0,3.6925641025641025,100.0,1,2,39
1064,Biven Alexander,College of Humanities and Social Sciences,5.0,2.3,3.6143589743589737,100.0,4,2,39
1065,Sophia Ivey,College of Humanities and Social Sciences,5.0,1.0,3.9,100.0,2,2,40
1066,Ben Seabolt,College of Humanities and Social Sciences,5.0,3.0,3.4869230769230772,100.0,1,2,39
1067,Tommy Jenkins,College of Humanities and Social Sciences,4.7,2.4,3.65748031496063,100.0,7,13,254
1068,Sally Parlier,College of Humanities and Social Sciences,5.0,3.0,3.325,100.0,2,2,40
1069,Holly Hayes,College of Humanities and Social Sciences,4.5,3.2,3.106544759825327,85.2941,51,94,1832
1070,Myandi Flowers-Brasher,College of Humanities and Social Sciences,3.0,2.5,3.5,50.0,6,2,40
1071,Derwin Campbell,College of Humanities and Social Sciences,4.6,1.4,3.835494186046514,93.75,32,36,688
1072,Alexandria Crews,College of Humanities and Social Sciences,4.0,2.0,3.537777777777778,50.0,2,6,117
